"","STNAME","CTYNAME","YEAR","state_po","totalvotes","county_fips","DEMOCRAT","OTHER","REPUBLICAN","winner","percent_rep","age","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","TOM_MALE","TOM_FEMALE","NH_MALE","NH_FEMALE","H_MALE","H_FEMALE","MINORITY_MALE","MINORITY_FEMALE"
"511","TEXAS","TARRANT",2020,"TX",834697,48439,411567,13389,409741,"D",0.498888358569501,"ages 65+",254161,111366,142795,91332,114819,11993,18255,807,877,6022,7324,1049,1280,96146,124161,15220,18634,20034,27976
"512","TEXAS","TARRANT",2020,"TX",834697,48439,411567,13389,409741,"D",0.498888358569501,"total",2123347,1037319,1086028,754421,773331,182675,205663,9616,9470,60560,66494,27437,28318,720804,772910,316515,313118,282898,312697
"513","TEXAS","VAL VERDE",2016,"TX",13617,48465,6964,763,5890,"D",0.458223121207406,"ages 15-34",14724,8131,6593,7603,6227,238,139,84,60,68,82,120,73,1833,1113,6298,5480,528,366
"514","TEXAS","VAL VERDE",2016,"TX",13617,48465,6964,763,5890,"D",0.458223121207406,"ages 35-64",15497,7656,7841,7321,7523,139,106,74,76,53,76,54,51,1502,1306,6154,6535,335,318
"515","TEXAS","VAL VERDE",2016,"TX",13617,48465,6964,763,5890,"D",0.458223121207406,"ages 65+",6878,3170,3708,3052,3603,55,38,29,19,10,25,21,18,913,850,2257,2858,118,105
"516","TEXAS","VAL VERDE",2016,"TX",13617,48465,6964,763,5890,"D",0.458223121207406,"total",48901,25007,23894,23719,22840,533,395,234,196,194,218,288,213,4990,3922,20017,19972,1288,1054
"517","TEXAS","VAL VERDE",2020,"TX",15280,48465,6771,225,8284,"R",0.550249086682165,"ages 15-34",14969,8292,6677,7715,6230,233,194,97,66,102,86,129,89,1824,1088,6468,5589,577,447
"518","TEXAS","VAL VERDE",2020,"TX",15280,48465,6771,225,8284,"R",0.550249086682165,"ages 35-64",15487,7774,7713,7338,7351,199,123,88,91,55,77,74,59,1422,1184,6352,6529,436,362
"519","TEXAS","VAL VERDE",2020,"TX",15280,48465,6771,225,8284,"R",0.550249086682165,"ages 65+",6994,3151,3843,3003,3721,75,50,41,23,9,27,21,18,872,813,2279,3030,148,122
"520","TEXAS","VAL VERDE",2020,"TX",15280,48465,6771,225,8284,"R",0.550249086682165,"total",49028,25053,23975,23546,22702,647,519,281,241,215,224,316,247,4819,3797,20234,20178,1507,1273
"521","TEXAS","WILLIAMSON",2016,"TX",203081,48491,84468,14438,104175,"R",0.5522335840715,"ages 15-34",139671,69621,70050,56494,56670,5837,5395,701,721,4339,4984,2113,2181,48482,49251,21139,20799,13127,13380
"522","TEXAS","WILLIAMSON",2016,"TX",203081,48491,84468,14438,104175,"R",0.5522335840715,"ages 35-64",212280,104081,108199,86773,89694,7076,7733,924,887,7566,7991,1587,1728,82509,85288,21572,22911,17308,18505
"523","TEXAS","WILLIAMSON",2016,"TX",203081,48491,84468,14438,104175,"R",0.5522335840715,"ages 65+",60725,26921,33804,24547,30806,883,1255,159,180,1089,1324,218,211,24415,30274,2506,3530,2374,2998
"524","TEXAS","WILLIAMSON",2016,"TX",203081,48491,84468,14438,104175,"R",0.5522335840715,"total",528207,259917,268290,213920,221194,18158,18475,2370,2311,17768,18757,7270,7152,196630,203741,63287,64549,45997,47096
"525","TEXAS","WILLIAMSON",2020,"TX",289555,48491,143795,6031,139729,"D",0.492829531186072,"ages 15-34",161869,81234,80635,63635,63133,7369,6963,878,780,6237,6774,2972,2859,56372,55785,24862,24850,17599,17502
"526","TEXAS","WILLIAMSON",2020,"TX",289555,48491,143795,6031,139729,"D",0.492829531186072,"ages 35-64",249880,123857,126023,99200,100872,9279,9630,1131,1063,11900,11972,2137,2297,96002,97331,27855,28692,24657,25151
"527","TEXAS","WILLIAMSON",2020,"TX",289555,48491,143795,6031,139729,"D",0.492829531186072,"ages 65+",79469,35097,44372,31477,39651,1303,1963,238,241,1742,2135,295,341,31390,39325,3707,5047,3620,4721
"528","TEXAS","WILLIAMSON",2020,"TX",289555,48491,143795,6031,139729,"D",0.492829531186072,"total",617855,305101,312754,242621,249891,23196,23646,2877,2622,26494,26925,9371,9184,228932,235044,76169,77710,62480,62863
"529","TEXAS","ZAPATA",2016,"TX",3142,48505,2063,50,1029,"D",0.332794307891332,"ages 15-34",4055,2024,2031,1993,2006,8,6,13,8,5,6,5,4,59,50,1965,1981,31,25
"530","TEXAS","ZAPATA",2016,"TX",3142,48505,2063,50,1029,"D",0.332794307891332,"ages 35-64",4454,2142,2312,2100,2277,14,7,13,11,6,11,9,6,130,123,2012,2189,42,35
"531","TEXAS","ZAPATA",2016,"TX",3142,48505,2063,50,1029,"D",0.332794307891332,"ages 65+",1758,824,934,816,917,4,1,3,11,1,3,0,2,184,182,640,752,8,17
"532","TEXAS","ZAPATA",2016,"TX",3142,48505,2063,50,1029,"D",0.332794307891332,"total",14420,7211,7209,7107,7104,31,19,32,35,14,26,24,23,430,402,6781,6807,104,105
"533","TEXAS","ZAPATA",2020,"TX",3874,48505,1826,15,2033,"R",0.526820419797875,"ages 15-34",3936,2013,1923,1981,1886,11,9,11,11,5,9,5,8,66,53,1947,1870,32,37
"534","TEXAS","ZAPATA",2020,"TX",3874,48505,1826,15,2033,"R",0.526820419797875,"ages 35-64",4441,2101,2340,2056,2310,15,5,13,10,5,6,12,8,102,86,1999,2254,45,30
"535","TEXAS","ZAPATA",2020,"TX",3874,48505,1826,15,2033,"R",0.526820419797875,"ages 65+",1919,908,1011,890,988,8,3,5,13,1,5,4,2,159,167,749,844,18,23
"536","TEXAS","ZAPATA",2020,"TX",3874,48505,1826,15,2033,"R",0.526820419797875,"total",14172,7074,7098,6950,6982,48,31,32,37,12,22,31,25,368,343,6706,6755,124,116
"537","UTAH","GRAND",2016,"UT",4533,49019,1960,598,1975,"R",0.501905972045743,"ages 15-34",2226,1118,1108,976,983,8,9,80,58,20,34,32,22,976,955,142,153,142,125
"538","UTAH","GRAND",2016,"UT",4533,49019,1960,598,1975,"R",0.501905972045743,"ages 35-64",3948,1999,1949,1855,1803,28,4,65,83,18,27,32,31,1847,1791,152,158,144,146
"539","UTAH","GRAND",2016,"UT",4533,49019,1960,598,1975,"R",0.501905972045743,"ages 65+",1666,817,849,799,828,0,0,9,9,5,5,4,7,796,824,21,25,18,21
"540","UTAH","GRAND",2016,"UT",4533,49019,1960,598,1975,"R",0.501905972045743,"total",9616,4818,4798,4389,4378,45,21,233,212,52,88,96,95,4335,4307,483,491,429,420
"541","UTAH","GRAND",2020,"UT",5185,49019,2806,131,2248,"D",0.444796201028888,"ages 15-34",2342,1166,1176,1008,998,17,7,77,79,23,63,40,26,1016,1016,150,160,158,178
"542","UTAH","GRAND",2020,"UT",5185,49019,2806,131,2248,"D",0.444796201028888,"ages 35-64",3800,1908,1892,1746,1741,37,11,79,78,21,28,23,34,1752,1728,156,164,162,151
"543","UTAH","GRAND",2020,"UT",5185,49019,2806,131,2248,"D",0.444796201028888,"ages 65+",1932,955,977,924,947,3,1,13,11,7,10,8,8,917,946,38,31,31,30
"544","UTAH","GRAND",2020,"UT",5185,49019,2806,131,2248,"D",0.444796201028888,"total",9796,4879,4917,4380,4391,65,30,259,223,66,150,104,117,4358,4401,521,516,499,526
"545","VIRGINIA","CHESTERFIELD",2016,"VA",176461,51041,81074,10342,85045,"R",0.511952275176229,"ages 15-34",85586,42258,43328,27290,26819,11730,13019,332,301,1473,1557,1367,1575,37506,38919,4752,4409,14968,16509
"546","VIRGINIA","CHESTERFIELD",2016,"VA",176461,51041,81074,10342,85045,"R",0.511952275176229,"ages 35-64",139561,65996,73565,47951,50556,14249,18341,422,365,2484,3114,807,1094,60948,68798,5048,4767,18045,23009
"547","VIRGINIA","CHESTERFIELD",2016,"VA",176461,51041,81074,10342,85045,"R",0.511952275176229,"ages 65+",47305,21019,26286,17208,21192,2841,4071,94,81,740,770,121,161,20545,25755,474,531,3811,5094
"548","VIRGINIA","CHESTERFIELD",2016,"VA",176461,51041,81074,10342,85045,"R",0.511952275176229,"total",338677,163268,175409,114919,119941,36823,43152,1030,897,5942,6489,4329,4707,148669,161540,14599,13869,48349,55468
"549","VIRGINIA","CHESTERFIELD",2020,"VA",203955,51041,106935,3694,93326,"D",0.466021841496847,"ages 15-34",89655,44099,45556,27433,27569,12893,14054,396,368,1567,1621,1738,1895,38461,40090,5638,5466,16666,17987
"550","VIRGINIA","CHESTERFIELD",2020,"VA",203955,51041,106935,3694,93326,"D",0.466021841496847,"ages 35-64",142568,67604,74964,47757,50257,15587,19669,473,356,2665,3249,1011,1325,61265,69069,6339,5895,19847,24707
"551","VIRGINIA","CHESTERFIELD",2020,"VA",203955,51041,106935,3694,93326,"D",0.466021841496847,"ages 65+",56749,25098,31651,19948,24519,3980,5758,94,94,918,1037,144,227,24398,30883,700,768,5150,7132
"552","VIRGINIA","CHESTERFIELD",2020,"VA",203955,51041,106935,3694,93326,"D",0.466021841496847,"total",358245,172281,185964,117995,124239,41254,47935,1194,1023,6403,6964,5162,5561,154323,168843,17958,17121,54286,61725
"553","VIRGINIA","JAMES CITY",2016,"VA",43173,51095,19105,2762,21306,"R",0.527232684170152,"ages 15-34",15721,7946,7775,5947,5851,1360,1314,52,36,249,242,329,316,7237,7145,709,630,1999,1924
"554","VIRGINIA","JAMES CITY",2016,"VA",43173,51095,19105,2762,21306,"R",0.527232684170152,"ages 35-64",28367,13455,14912,10932,12015,1925,2113,63,58,327,491,200,218,12778,14191,677,721,2523,2897
"555","VIRGINIA","JAMES CITY",2016,"VA",43173,51095,19105,2762,21306,"R",0.527232684170152,"ages 65+",17932,8190,9742,7448,8700,591,802,19,18,89,165,39,55,8099,9624,91,118,742,1042
"556","VIRGINIA","JAMES CITY",2016,"VA",43173,51095,19105,2762,21306,"R",0.527232684170152,"total",74075,35692,38383,28802,30899,4835,5212,162,136,852,1096,1017,1003,33641,36313,2051,2070,6890,7484
"557","VIRGINIA","JAMES CITY",2020,"VA",49639,51095,25553,933,23153,"D",0.475362378351743,"ages 15-34",15860,8068,7792,5944,5821,1426,1298,47,39,262,269,375,345,7327,7088,741,704,2124,1971
"558","VIRGINIA","JAMES CITY",2020,"VA",49639,51095,25553,933,23153,"D",0.475362378351743,"ages 35-64",28777,13704,15073,11008,11945,2017,2264,62,83,367,510,245,254,12812,14206,892,867,2696,3128
"559","VIRGINIA","JAMES CITY",2020,"VA",49639,51095,25553,933,23153,"D",0.475362378351743,"ages 65+",20755,9420,11335,8457,9999,725,990,28,22,145,245,58,75,9288,11148,132,187,963,1336
"560","VIRGINIA","JAMES CITY",2020,"VA",49639,51095,25553,933,23153,"D",0.475362378351743,"total",77612,37409,40203,29931,32072,5188,5544,163,177,927,1235,1170,1129,34993,37727,2416,2476,7478,8131
"561","VIRGINIA","RICHMOND",2016,"VA",3661,51159,1347,6745,2213,"R",0.621629213483146,"ages 15-34",2097,1321,776,698,520,575,219,12,6,10,3,26,28,1165,710,156,66,623,256
"562","VIRGINIA","RICHMOND",2016,"VA",3661,51159,1347,6745,2213,"R",0.621629213483146,"ages 35-64",3578,2155,1423,1359,1068,759,318,8,5,10,13,19,19,2031,1340,124,83,796,355
"563","VIRGINIA","RICHMOND",2016,"VA",3661,51159,1347,6745,2213,"R",0.621629213483146,"ages 65+",1861,757,1104,564,858,182,234,2,2,4,3,4,6,748,1093,9,11,193,246
"564","VIRGINIA","RICHMOND",2016,"VA",3661,51159,1347,6745,2213,"R",0.621629213483146,"total",8755,4848,3907,3034,2849,1670,929,26,15,32,21,85,92,4470,3683,378,224,1814,1058
"565","VIRGINIA","RICHMOND",2020,"VA",4102,51159,1513,42,2547,"R",0.627339901477832,"ages 15-34",2219,1455,764,747,507,646,207,10,6,16,7,35,36,1317,706,138,58,708,257
"566","VIRGINIA","RICHMOND",2020,"VA",4102,51159,1513,42,2547,"R",0.627339901477832,"ages 35-64",3610,2226,1384,1397,1039,787,301,8,9,10,12,24,23,2044,1291,182,93,829,345
"567","VIRGINIA","RICHMOND",2020,"VA",4102,51159,1513,42,2547,"R",0.627339901477832,"ages 65+",1985,814,1171,621,900,179,256,5,2,5,5,3,6,801,1158,13,13,193,271
"568","VIRGINIA","RICHMOND",2020,"VA",4102,51159,1513,42,2547,"R",0.627339901477832,"total",9071,5129,3942,3191,2862,1764,919,30,24,37,26,105,108,4698,3694,431,248,1938,1080
"569","VIRGINIA","STAFFORD",2016,"VA",65934,51179,27908,4158,33868,"R",0.548238798238798,"ages 15-34",40311,21268,19043,15439,13381,4070,3767,158,132,646,755,925,967,18147,16287,3121,2756,5829,5662
"570","VIRGINIA","STAFFORD",2016,"VA",65934,51179,27908,4158,33868,"R",0.548238798238798,"ages 35-64",58705,29159,29546,21910,21504,5599,5766,208,173,822,1351,574,701,26120,26495,3039,3051,7249,8042
"571","VIRGINIA","STAFFORD",2016,"VA",65934,51179,27908,4158,33868,"R",0.548238798238798,"ages 65+",14080,6393,7687,5414,6330,723,900,37,50,158,321,58,76,6171,7342,222,345,979,1357
"572","VIRGINIA","STAFFORD",2016,"VA",65934,51179,27908,4158,33868,"R",0.548238798238798,"total",143641,72472,71169,53562,51436,13243,13281,519,441,2130,2903,2908,2977,63510,62604,8962,8565,18910,19733
"573","VIRGINIA","STAFFORD",2020,"VA",79629,51179,40245,1748,37636,"D",0.48325008667069,"ages 15-34",43432,23265,20167,16242,13483,4837,4450,236,178,736,822,1184,1196,19408,16689,3857,3478,7023,6684
"574","VIRGINIA","STAFFORD",2020,"VA",79629,51179,40245,1748,37636,"D",0.48325008667069,"ages 35-64",63075,31421,31654,22442,22051,6884,6903,271,216,1017,1587,761,845,27145,27536,4276,4118,8979,9603
"575","VIRGINIA","STAFFORD",2020,"VA",79629,51179,40245,1748,37636,"D",0.48325008667069,"ages 65+",17216,7803,9413,6372,7445,1052,1345,51,62,226,411,94,117,7429,8891,374,522,1431,1968
"576","VIRGINIA","STAFFORD",2020,"VA",79629,51179,40245,1748,37636,"D",0.48325008667069,"total",156748,79412,77336,56047,53406,16335,16053,698,569,2563,3421,3644,3727,67682,66205,11730,11131,23365,23930
"577","WASHINGTON","CLALLAM",2016,"WA",39457,53009,17677,2986,18794,"R",0.515313536782649,"ages 15-34",15004,8097,6907,6496,5666,293,70,637,532,152,171,489,450,7194,6272,903,635,1601,1241
"578","WASHINGTON","CLALLAM",2016,"WA",39457,53009,17677,2986,18794,"R",0.515313536782649,"ages 35-64",27855,13435,14420,11951,12850,208,58,722,750,172,351,357,385,12796,13771,639,649,1484,1570
"579","WASHINGTON","CLALLAM",2016,"WA",39457,53009,17677,2986,18794,"R",0.515313536782649,"ages 65+",20839,9738,11101,9328,10543,32,15,166,212,83,183,121,135,9592,10929,146,172,410,558
"580","WASHINGTON","CLALLAM",2016,"WA",39457,53009,17677,2986,18794,"R",0.515313536782649,"total",74351,36733,37618,32010,32984,592,194,2150,2105,472,791,1433,1477,34237,35402,2496,2216,4723,4634
"581","WASHINGTON","CLALLAM",2020,"WA",49264,53009,24721,1481,23062,"D",0.482640269551933,"ages 15-34",15007,7982,7025,6358,5637,296,86,610,567,183,209,514,509,6993,6258,989,767,1624,1388
"582","WASHINGTON","CLALLAM",2020,"WA",49264,53009,24721,1481,23062,"D",0.482640269551933,"ages 35-64",27977,13553,14424,11928,12675,225,80,726,769,204,424,438,447,12762,13629,791,795,1625,1749
"583","WASHINGTON","CLALLAM",2020,"WA",49264,53009,24721,1481,23062,"D",0.482640269551933,"ages 65+",24362,11309,13053,10738,12317,58,20,231,288,113,230,156,186,11098,12804,211,249,571,736
"584","WASHINGTON","CLALLAM",2020,"WA",49264,53009,24721,1481,23062,"D",0.482640269551933,"total",78067,38405,39662,33145,34504,660,252,2253,2228,605,946,1658,1663,35507,37040,2898,2622,5260,5158
"585","WISCONSIN","DOOR",2016,"WI",17608,55029,8026,998,8584,"R",0.516797110174594,"ages 15-34",4809,2446,2363,2310,2238,49,28,25,22,13,29,46,46,2310,2245,136,118,136,125
"586","WISCONSIN","DOOR",2016,"WI",17608,55029,8026,998,8584,"R",0.516797110174594,"ages 35-64",11180,5583,5597,5422,5475,36,23,48,40,23,24,53,31,5451,5477,132,120,161,122
"587","WISCONSIN","DOOR",2016,"WI",17608,55029,8026,998,8584,"R",0.516797110174594,"ages 65+",7672,3552,4120,3513,4085,6,0,9,6,5,11,18,18,3537,4095,15,25,39,35
"588","WISCONSIN","DOOR",2016,"WI",17608,55029,8026,998,8584,"R",0.516797110174594,"total",27354,13499,13855,13023,13467,106,64,104,93,61,75,198,152,13090,13453,409,402,476,388
"589","WISCONSIN","DOOR",2020,"WI",20117,55029,10044,321,9752,"D",0.49262477268135,"ages 15-34",4858,2511,2347,2365,2180,48,42,22,31,21,32,52,62,2317,2184,194,163,146,167
"590","WISCONSIN","DOOR",2020,"WI",20117,55029,10044,321,9752,"D",0.49262477268135,"ages 35-64",10680,5327,5353,5160,5216,48,22,39,42,28,29,52,41,5156,5213,171,140,167,137
"591","WISCONSIN","DOOR",2020,"WI",20117,55029,10044,321,9752,"D",0.49262477268135,"ages 65+",8735,4122,4613,4054,4552,13,11,21,10,9,15,23,24,4094,4573,28,40,68,61
"592","WISCONSIN","DOOR",2020,"WI",20117,55029,10044,321,9752,"D",0.49262477268135,"total",27889,13836,14053,13320,13567,128,95,111,114,73,87,197,186,13288,13568,548,485,516,486
"593","WISCONSIN","SAUK",2016,"WI",31318,55111,14692,1835,14791,"R",0.501678933622766,"ages 15-34",15047,7747,7300,7254,6835,170,113,131,152,71,92,117,105,7210,6871,537,429,493,465
"594","WISCONSIN","SAUK",2016,"WI",31318,55111,14692,1835,14791,"R",0.501678933622766,"ages 35-64",25404,12819,12585,12423,12226,125,48,133,140,62,97,72,72,12315,12174,504,411,396,359
"595","WISCONSIN","SAUK",2016,"WI",31318,55111,14692,1835,14791,"R",0.501678933622766,"ages 65+",11127,4959,6168,4909,6079,13,9,20,40,7,17,10,23,4928,6126,31,42,50,89
"596","WISCONSIN","SAUK",2016,"WI",31318,55111,14692,1835,14791,"R",0.501678933622766,"total",63627,31731,31896,30356,30526,387,266,428,480,184,255,367,361,30084,30403,1647,1493,1375,1370
"597","WISCONSIN","SAUK",2020,"WI",36203,55111,18108,602,17493,"D",0.491362602174096,"ages 15-34",14677,7547,7130,6958,6602,207,176,134,138,90,83,154,124,6912,6618,635,512,589,528
"598","WISCONSIN","SAUK",2020,"WI",36203,55111,18108,602,17493,"D",0.491362602174096,"ages 35-64",25092,12666,12426,12169,12013,171,74,156,155,70,95,94,86,12050,11903,616,523,497,413
"599","WISCONSIN","SAUK",2020,"WI",36203,55111,18108,602,17493,"D",0.491362602174096,"ages 65+",12626,5777,6849,5705,6733,21,16,27,41,10,30,14,29,5726,6792,51,57,72,116
"600","WISCONSIN","SAUK",2020,"WI",36203,55111,18108,602,17493,"D",0.491362602174096,"total",64449,32143,32306,30513,30747,493,382,468,477,219,258,439,430,30210,30543,1933,1763,1630,1559
"601","WYOMING","ALBANY",2016,"WY",17060,56001,6890,2568,7602,"R",0.524565277394424,"ages 15-34",17818,9627,8191,8677,7396,203,85,100,85,418,349,221,269,8851,7452,776,739,950,795
"602","WYOMING","ALBANY",2016,"WY",17060,56001,6890,2568,7602,"R",0.524565277394424,"ages 35-64",10723,5489,5234,5086,4870,127,53,60,58,133,163,75,88,4991,4775,498,459,403,364
"603","WYOMING","ALBANY",2016,"WY",17060,56001,6890,2568,7602,"R",0.524565277394424,"ages 65+",4141,1996,2145,1910,2070,20,13,25,14,23,34,17,13,1864,1991,132,154,86,75
"604","WYOMING","ALBANY",2016,"WY",17060,56001,6890,2568,7602,"R",0.524565277394424,"total",38012,19908,18104,18169,16575,421,221,225,194,653,623,420,479,18059,16385,1849,1719,1739,1529
"605","WYOMING","ALBANY",2020,"WY",18744,56001,9092,1073,8579,"D",0.485484692433931,"ages 15-34",17670,9484,8186,8465,7387,185,83,86,80,490,334,245,297,8656,7406,828,780,1019,799
"606","WYOMING","ALBANY",2020,"WY",18744,56001,9092,1073,8579,"D",0.485484692433931,"ages 35-64",11092,5704,5388,5214,5012,114,48,85,65,194,163,88,91,5176,4865,528,523,490,376
"607","WYOMING","ALBANY",2020,"WY",18744,56001,9092,1073,8579,"D",0.485484692433931,"ages 65+",5026,2405,2621,2283,2515,38,15,24,20,33,44,24,26,2247,2417,158,204,122,106
"608","WYOMING","ALBANY",2020,"WY",18744,56001,9092,1073,8579,"D",0.485484692433931,"total",38950,20260,18690,18289,17139,398,182,256,204,786,609,503,539,18311,16813,1949,1877,1971,1551
